1	2	75	6.640044	0.784211	-0.622754	-0.261408	2.242166	1.870891	4.466153	-3.628413	-1.899729	-0.378112	-1.016724	2.869839	-0.534993	7.083108	8.009859	-2.278160	-5.817751	-2.200023	7.865098	0.946452	1.710113	-14.035626	-0.019465	-4.092448	4.311329	9.170275	-2.751468	0.754766	-4.682463	1.512764
1	2	25	6.640044	0.784211	-0.622754	-0.261408	2.242166	1.870891	4.466153	-3.628413	-1.899729	-0.378112	-1.016724	2.869839	-0.534993	7.083108	8.009859	-2.278160	-5.817751	-2.200023	7.865098	0.946452	1.710113	-14.035626	-6.258208	-4.092448	4.311329	9.170275	2.527845	6.272707	-4.682463	3.643061
2	1	100	7.790156	0.680738	1.591573	2.341733	2.136074	5.658434	4.497910	-1.090466	-7.689555	-2.211338	4.648041	3.493206	1.960315	5.407264	4.877831	2.032951	4.191318	-3.076260	5.710659	5.292576	6.561398	-1.392617	-0.374815	7.480093	1.503325	5.764932	3.405290	7.721234	1.487956	3.230840
3	1	100	4.476669	7.163262	0.624164	-0.448323	4.456878	-7.021596	2.995407	-6.269446	-2.583572	3.704487	-0.044126	6.058325	0.611473	2.067689	6.639469	-4.339280	-0.424368	-3.033345	-1.379388	-6.610817	2.087004	-0.759013	-15.133624	2.110874	-7.379209	7.304781	1.684092	4.582816	1.729985	3.055310
4	2	79	5.706552	8.230981	0.692303	1.394923	3.870740	4.935861	-1.187420	0.963381	6.576712	3.376552	2.319399	1.388580	-4.100365	6.415444	6.675851	0.357399	-3.990496	2.717999	-5.967602	-0.377696	-6.462635	0.328449	3.633355	-8.331788	0.014731	4.059338	-6.534395	8.828835	7.650420	1.420303
4	2	21	5.706552	8.230981	0.692303	1.394923	3.870740	4.935861	-1.187420	0.963381	6.576712	3.376552	2.319399	1.388580	-4.100365	6.415444	6.675851	0.357399	-3.990496	2.717999	-5.967602	-4.875586	-6.462635	0.328449	3.633355	-8.331788	0.014731	-0.930093	-6.534395	8.828835	7.650420	1.420303
5	1	100	6.970807	4.520013	2.018085	2.929884	-1.590874	5.762625	-4.494880	6.220493	5.347695	3.442410	4.667571	-4.290140	1.928071	7.846729	7.853184	3.429831	-1.600894	4.366821	-2.619659	0.540156	-2.623357	7.649305	6.717150	-7.333206	2.590745	-0.916664	-9.752921	-0.678343	2.807333	-3.720309
6	2	46	6.212434	0.489988	-2.313671	-0.985757	-1.046956	1.807295	1.696639	5.757657	0.161304	-2.466629	-2.705899	2.205765	6.393663	7.898825	3.639467	-1.529240	-1.194535	5.399708	6.361710	0.822240	2.638690	0.768526	-11.251443	0.590557	4.488554	6.905658	1.122248	3.739555	0.569227	-3.160812
6	2	54	6.212434	0.489988	-2.313671	-0.985757	-1.046956	1.807295	1.696639	5.757657	0.161304	-2.466629	-2.705899	2.205765	6.393663	7.898825	3.639467	-1.529240	-1.194535	5.399708	6.361710	0.729186	2.638690	0.768526	-11.251443	0.590557	4.488554	0.882960	1.122248	3.739555	0.569227	-3.160812
7	1	100	7.105343	5.810768	0.797293	-2.772480	4.835594	0.710410	3.762668	-0.695772	-2.545821	3.289161	-0.789196	2.859553	2.501707	7.141709	4.958683	1.538984	-2.275434	1.851217	2.399878	-6.441642	1.080204	-1.478235	-7.387719	3.353205	-10.298714	4.666278	-1.971758	-4.910615	1.922503	2.014889
