1	1	100	7.463481	6.871627	5.416192	-1.366402	1.129796	-0.279954	5.609413	3.496928	6.164855	3.064933	7.667356	2.545933	0.208749	-0.581468	3.453465	-0.816741	-0.713675	5.019884	3.234131	4.440795	-8.416128	3.014333	-0.182217	0.016124	-0.331208	-5.095438	0.802113	-9.710725	-4.345520	-1.540239
2	1	100	6.138667	8.790851	-4.828396	5.766762	-1.537111	5.845675	0.826992	-11.204086	-1.377187	-1.557328	-6.764302	0.709134	5.113629	5.205972	3.641714	7.478832	1.402327	4.238081	5.693097	-1.482064	1.478414	-4.625858	2.594425	-3.686110	-4.415533	2.777364	1.289911	-0.622964	6.619336	4.259637
3	1	100	6.294608	6.130268	4.764525	3.115835	1.228990	-0.772574	-4.274241	6.203990	6.548065	4.766948	0.473728	0.778283	-6.318800	-7.859859	4.019332	5.431984	-0.738799	4.990931	4.119715	0.458249	5.264532	-7.471487	5.928602	-3.386429	1.758731	4.508351	6.042739	-6.227471	-9.937481	2.960096
4	1	100	5.356131	4.924357	2.951741	5.088139	-6.126825	5.220569	-5.765766	-2.933066	-0.127062	-3.688589	-5.135701	-0.095611	2.394841	-1.740752	4.037906	5.573622	1.403912	5.182024	2.956701	-8.004098	-1.376730	-3.843460	5.957406	-7.782099	-3.286533	4.926988	4.795855	0.140265	5.603185	5.141191
5	1	100	2.442612	1.535344	1.953987	2.160738	-0.347192	3.736619	-5.366386	-7.951892	-4.470172	0.259788	-2.432800	-5.490904	-1.383593	1.511620	6.344620	6.516891	1.673244	4.992518	-0.803735	-3.053468	5.001458	-6.741563	5.427963	-4.500396	3.429702	-0.607004	1.618636	0.473439	6.375325	1.609314
6	1	100	6.837034	5.604786	5.501091	3.651878	0.981471	-3.327275	3.634639	3.199876	3.705146	-0.475531	-1.536736	1.684573	2.008926	-0.125267	3.970154	1.153600	-0.624473	6.396821	4.266603	-0.435356	3.524445	-0.205042	7.872790	-1.490235	-1.308879	0.806888	5.953068	0.501327	3.845906	1.346953
7	1	100	6.656444	5.562597	8.022125	-13.009203	7.568253	-7.759210	4.073140	1.877866	0.957298	4.277167	4.819783	0.393038	6.274225	5.727459	9.355622	-3.719378	3.444150	7.009709	0.047909	3.791238	-1.678859	1.206048	-12.592025	1.044375	0.338178	-2.312442	-5.448279	-12.085969	-6.340095	-7.203776
8	1	100	9.789503	8.994024	4.326475	-6.495554	-0.959113	3.517938	5.066220	-1.605372	2.191958	-7.062904	-4.851016	-4.593557	6.282121	5.210126	6.216900	1.455999	3.027982	3.879806	-0.812571	6.503976	-4.866780	-0.113061	-11.101772	-9.008581	-5.825123	0.841941	-3.891171	-9.135617	8.632648	-5.105254
9	1	100	4.809285	4.827570	1.496213	6.184015	-3.906097	7.872816	-1.005044	-2.804144	3.003508	1.517787	-3.498955	3.745786	1.346219	2.773503	5.978685	7.895746	1.790622	8.262576	5.902147	-0.764195	3.382666	-2.529655	-0.844893	2.744165	2.677278	1.551652	3.497563	-5.768721	-2.725748	-0.627360
10	1	100	7.849376	8.691014	2.851983	0.436146	-11.939919	3.657402	6.986346	-5.194369	2.387724	2.573386	-1.565416	-4.541258	7.469842	4.150566	5.127554	6.812888	4.361896	0.375627	-0.566834	3.919675	-2.038713	2.781468	-3.607554	-0.434315	-2.587536	-6.131125	-9.949542	1.137692	3.382034	2.041386
11	1	100	5.949799	0.612024	5.969368	-0.107873	-2.113605	4.604703	2.640199	0.662872	-2.727907	-7.498718	7.013085	3.673218	3.357017	5.942490	3.632418	6.997352	3.436498	4.951001	5.694006	6.062682	1.975645	-3.586352	1.416714	-3.252900	-6.886113	-0.841231	-9.087577	-0.460968	4.001177	-1.406718
12	1	100	8.998061	3.699294	7.722690	-3.709283	2.683808	-6.030289	5.809012	6.831344	6.962375	-2.524489	0.639408	-0.282881	-3.098239	-2.290357	6.452941	-4.768571	1.316208	3.842636	-0.738824	5.079698	-3.128995	5.580509	1.615354	0.590049	-1.366555	-2.773327	1.758980	-1.171356	1.318079	-3.052921
13	1	100	3.279460	-0.918520	1.933409	6.229293	-6.044991	5.266203	-2.985139	-3.173665	-9.254429	-3.095649	-5.141941	-4.601627	-4.411815	4.646189	7.666818	3.358118	4.611199	5.443720	-2.323513	-0.165230	3.123540	-5.695161	-4.684043	8.285712	0.507950	3.099387	-0.706565	-5.372227	0.949935	-3.138651
