1	1	100	7.318030	7.547776	5.631023	4.001973	-2.554085	4.800343	4.244277	-1.800305	-7.185650	2.810780	1.295255	1.637455	0.788535	4.124381	-7.525419	5.281563	-6.751593	-1.348476	0.785912	-0.255378	-5.277860	-3.782679	-0.155253	-5.603242	-1.763898	0.427441	-0.664241	6.475485	-9.373432	-2.647157
2	1	100	6.610013	5.613659	4.344322	1.270208	0.681029	0.526597	3.638971	6.005676	1.456966	-7.329966	0.076833	5.285456	2.257183	-5.077927	4.284132	7.238244	-8.974232	-5.365016	0.674657	-1.943678	-7.363436	-1.127946	-0.867005	-5.813261	-2.379691	-7.250319	-4.255214	4.300110	-2.186285	8.006416
3	1	100	5.796525	2.793207	3.311608	8.382554	0.500501	0.282492	3.543445	3.226198	4.787933	-4.492728	4.668623	-7.401456	-2.607396	1.816353	-3.357135	6.748553	7.867678	-5.865203	-3.961759	8.334914	-11.216708	-2.465499	6.122829	-0.879774	-4.264641	4.229717	-0.862407	2.532718	2.020606	-0.844844
4	1	100	4.058386	6.909189	5.118967	0.621757	-0.122377	2.610260	-10.825685	3.856522	1.854113	5.331729	-1.075727	1.506336	-4.497450	-3.419808	-2.215045	8.549346	-0.994706	-6.859896	6.088343	1.898763	-6.584145	0.997213	3.068079	-2.902416	-1.216612	-5.794500	-2.785573	6.954825	-5.725453	0.671902
5	1	100	5.214987	2.286069	4.604399	4.716914	6.758610	-4.894300	-0.681705	1.831212	3.598908	4.932486	1.030719	4.251745	3.785288	1.407768	2.296679	7.158034	0.064487	-6.442771	-1.836191	-4.260919	1.835118	5.259301	4.592292	-1.114144	-0.892071	-5.341766	8.623334	0.669265	9.078266	6.308815
6	1	100	6.139508	4.107130	5.061823	-0.931175	2.393606	1.464458	-4.410330	-1.066911	4.457923	4.611922	-4.398618	5.380004	2.259679	6.091980	5.173465	8.246501	-1.729171	7.893556	6.469373	-0.435033	5.771735	0.661051	1.089642	-6.455767	1.084461	-12.254571	5.286925	-8.387818	6.658418	5.817733
7	1	100	5.096708	5.651559	8.029668	-5.630196	-2.263812	2.356590	-2.798676	4.534209	0.494809	-0.245076	-4.642815	2.386648	3.438844	-0.721512	2.969457	6.919064	-7.928350	-3.857166	7.245116	1.023348	-3.070987	-1.566824	1.485839	5.125887	-2.711007	-12.445743	-5.302089	8.218150	-3.451654	3.799599
8	1	100	5.957210	5.200444	5.947480	2.087610	4.551360	-0.002305	3.704811	4.046438	4.408929	1.671483	4.898401	3.252144	-7.802088	-1.239252	3.225124	5.976017	-0.428794	-7.459628	-1.341538	-1.020905	-0.276450	1.625052	3.953018	-7.661050	-0.273329	-6.024337	3.886780	4.956266	0.701614	5.931556
9	1	100	6.999004	3.441756	7.488314	2.980176	4.227040	-0.571892	1.365226	1.766812	-0.902562	4.377068	-0.237481	-0.468741	0.904520	1.779518	0.477553	6.912866	-2.287435	-1.888616	0.582045	4.405454	0.756421	2.795433	0.661879	5.446931	6.011835	-0.936338	1.138310	6.733197	-0.290825	5.837619
10	1	100	6.513293	5.444133	1.232407	4.850849	0.659499	2.600401	-2.788146	-6.468408	3.156734	1.646040	1.269430	-4.084263	2.085300	4.648655	-4.873467	7.117077	1.017643	-0.671212	0.762607	0.463793	-5.924859	-0.450726	3.500539	8.425707	-2.232929	3.618854	0.713780	5.621269	-7.845258	2.839849
11	2	32	4.415725	6.131170	3.929931	4.246693	3.867556	-8.825657	-10.144848	6.623387	5.697557	-0.025443	3.246021	-0.938094	-13.609404	1.333897	2.354250	6.800509	3.926944	0.593641	1.955526	1.890587	4.010443	7.320927	7.216949	7.892824	-0.440065	2.077749	7.065766	-4.114916	6.486829	6.944832
11	2	68	4.415725	6.131170	3.929931	4.246693	3.867556	-8.825657	-10.144848	6.623387	5.697557	-0.025443	3.246021	-0.938094	-13.609404	1.333897	2.354250	6.800509	3.926944	0.593641	1.955526	1.890587	4.010443	7.320927	7.216949	7.892824	-0.440065	2.077749	7.065766	1.940361	6.486829	6.944832
12	1	100	7.819491	0.119906	4.129530	0.224408	-5.068045	6.183570	1.130408	0.573259	-4.548568	-0.995266	4.682994	-2.423611	8.445825	4.609385	-7.072897	6.060063	6.925903	0.470059	6.760524	-0.942680	-3.252010	3.769506	5.198080	3.918787	-0.242074	5.697569	6.336788	5.400478	2.225845	2.700496
13	1	100	6.491383	5.324570	5.937402	3.077346	3.429765	2.243588	-1.149467	-3.239994	-4.904444	6.324966	3.436662	3.543957	2.625331	4.691609	-9.190722	3.539634	-2.279990	-3.770249	3.848380	-2.506252	2.333697	7.446170	5.654647	-1.389516	-4.626481	0.028831	2.008870	4.605715	2.325116	1.741242
14	1	100	4.902932	6.064087	7.352474	0.933478	-1.030294	2.176008	2.773042	-2.269411	4.507742	6.767959	-4.063208	4.759008	1.850139	-2.995742	-0.483910	8.435091	-11.013639	-0.239706	7.494009	-2.875091	-5.698715	-4.366107	-4.431538	-4.079603	-2.831530	-4.901575	-6.904924	6.580125	-2.414406	7.783257
15	1	100	7.156797	0.406544	4.252231	-3.733536	-7.454043	6.327394	-6.292196	-4.219760	-6.278726	4.625832	4.073670	-1.224628	4.964228	5.005810	-6.211774	2.406298	5.874786	4.118027	6.905931	-0.487095	-1.788450	1.247396	9.601649	-1.809826	-0.496129	4.868255	7.059373	-2.946840	-0.215888	-0.312152
16	1	100	6.882078	6.015975	-0.914391	4.648970	-1.022967	-0.494015	7.165052	-0.439959	4.731295	-0.432894	6.165582	-5.879472	-2.603494	3.564713	-1.924438	5.340303	4.725830	2.376870	-7.576804	1.647825	-3.518944	3.912644	-1.799529	-5.859109	0.002210	6.710694	7.250764	4.985612	2.076169	5.827859
17	1	100	7.129467	5.014043	6.495080	1.000887	1.127171	7.122872	2.146905	-3.476165	-1.716748	5.552769	0.169614	0.376359	4.375945	6.755658	-8.051221	7.115804	-4.097606	2.032939	4.547083	-0.511487	-2.481137	-5.898026	3.218920	-4.608471	-6.942427	-0.316713	-5.434933	6.424695	-3.879011	-1.385179
